Read.ID,TeamID,EcoplateID,Plate,Day,DayNumber,Sample.ID,Pyruvic.Acid.Methyl.Ester,Tween.40,Tween.80,alpha.Cyclodextrin,Glycogen,D.Cellobiose,alpha.D.Lactose,beta.Methyl.D.Glucoside,D.Xylose,i.Erythritol,D.Mannitol,N.Acetyl.D.Glucosamine,D.Glucosaminic.Acid,Glucose.1.Phosphate,alpha.Glycerol.Phosphate,D.Galactonic.Acid.gamma.Lactone,D.Galacturonic.Acid,X2.Hydroxy.Benzoic.Acid,X4.Hydroxy.Benzoic.Acid,gamma.Hydroxybutyric.Acid,Itaconic.Acid,alpha.Ketobutyric.Acid,D.Malic.Acid,L.Arginine,L.Asparagine,L.Phenylalanine,L.Serine,L.Threonine,Glycyl.L.Glutamic.Acid,Phenylethyl.amine,Putrescine
Team-5_Plate-6_Day-5,W17-5,W17-5-E6,Plate-6,Day-5,5,Sample_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-5_Plate-6_Day-5,W17-5,W17-5-E6,Plate-6,Day-5,5,Sample_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-5_Plate-6_Day-7,W17-5,W17-5-E6,Plate-6,Day-7,7,Sample_1,NA,NA,NA,NA,NA,NA,NA,0.062,NA,NA,0.002,NA,NA,NA,NA,0.072,NA,0.001,NA,NA,NA,NA,NA,0.016,0.019,NA,NA,NA,NA,NA,NA
Team-5_Plate-6_Day-7,W17-5,W17-5-E6,Plate-6,Day-7,7,Sample_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-5_Plate-6_Day-7,W17-5,W17-5-E6,Plate-6,Day-7,7,Sample_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-5_Plate-6_Day-9,W17-5,W17-5-E6,Plate-6,Day-9,9,Sample_1,NA,NA,NA,NA,NA,NA,NA,0.078,NA,NA,0.049,NA,NA,NA,NA,0.066,NA,NA,NA,NA,NA,NA,NA,0.021,0.017,NA,NA,NA,NA,NA,NA
Team-5_Plate-6_Day-9,W17-5,W17-5-E6,Plate-6,Day-9,9,Sample_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-5_Plate-6_Day-9,W17-5,W17-5-E6,Plate-6,Day-9,9,Sample_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-5_Plate-7_Day-1,W17-5,W17-5-E7,Plate-7,Day-1,1,Sample_1,NA,NA,NA,0.041,NA,NA,NA,0.021,0.022,NA,NA,NA,NA,NA,NA,0.029,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-5_Plate-7_Day-1,W17-5,W17-5-E7,Plate-7,Day-1,1,Sample_2,0.002,NA,NA,NA,NA,NA,NA,NA,0.91,NA,NA,NA,NA,NA,NA,0.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-5_Plate-7_Day-1,W17-5,W17-5-E7,Plate-7,Day-1,1,Sample_3,0.025,0.002,NA,NA,NA,NA,NA,NA,0.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.027,NA,NA,NA,NA,NA,NA,NA
Team-5_Plate-7_Day-11,W17-5,W17-5-E7,Plate-7,Day-11,11,Sample_1,NA,NA,NA,0.064,NA,NA,NA,0.019,NA,NA,NA,NA,NA,NA,NA,0.026,NA,NA,NA,NA,NA,NA,NA,0.053,NA,NA,0.075,NA,NA,NA,NA
Team-5_Plate-7_Day-11,W17-5,W17-5-E7,Plate-7,Day-11,11,Sample_2,0.869,1.505,1.208,1.053,0.337,0.733,NA,0.614,1.785,0.237,1.237,0.922,0.573,NA,0.072,0.768,0.57,NA,0.466,0.582,0.462,0.063,1.329,1.348,1.332,0.048,0.778,0.624,0.815,NA,0.573
Team-5_Plate-7_Day-11,W17-5,W17-5-E7,Plate-7,Day-11,11,Sample_3,NA,NA,NA,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,0.002,NA,NA,NA,NA,NA,NA,NA
Team-5_Plate-7_Day-3,W17-5,W17-5-E7,Plate-7,Day-3,3,Sample_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-5_Plate-7_Day-3,W17-5,W17-5-E7,Plate-7,Day-3,3,Sample_2,0.278,0.395,0.327,NA,NA,NA,NA,0.002,0.374,NA,0.346,NA,0.082,NA,0.025,0.537,0.487,NA,0.074,0.309,0.194,NA,0.258,0.141,0.375,NA,NA,NA,NA,NA,0.015
Team-5_Plate-7_Day-3,W17-5,W17-5-E7,Plate-7,Day-3,3,Sample_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.027,NA,NA,NA,NA,NA,NA,NA
Team-5_Plate-7_Day-5,W17-5,W17-5-E7,Plate-7,Day-5,5,Sample_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003,NA,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-5_Plate-7_Day-5,W17-5,W17-5-E7,Plate-7,Day-5,5,Sample_2,0.694,0.808,0.64,0.114,0.121,0.062,NA,0.179,0.404,NA,0.616,0.145,0.517,NA,0.168,0.821,0.636,NA,0.469,0.571,0.569,NA,1.041,0.559,0.686,0.006,0.172,0.078,0.145,NA,0.373
Team-5_Plate-7_Day-5,W17-5,W17-5-E7,Plate-7,Day-5,5,Sample_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.028,NA,NA,NA,NA,NA,NA,NA
Team-5_Plate-7_Day-7,W17-5,W17-5-E7,Plate-7,Day-7,7,Sample_1,NA,NA,NA,NA,NA,NA,NA,0.013,NA,NA,NA,NA,NA,NA,NA,0.026,NA,0.017,NA,NA,NA,NA,NA,0.007,NA,NA,NA,NA,NA,NA,NA
Team-5_Plate-7_Day-7,W17-5,W17-5-E7,Plate-7,Day-7,7,Sample_2,0.846,1.207,0.92,0.496,0.24,0.354,NA,0.412,1.171,0.138,0.937,0.412,0.636,NA,0.156,0.823,0.679,NA,0.6,0.6,0.554,NA,1.369,0.964,1.125,0.051,0.403,0.345,0.507,NA,0.675
Team-5_Plate-7_Day-7,W17-5,W17-5-E7,Plate-7,Day-7,7,Sample_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA
Team-5_Plate-7_Day-9,W17-5,W17-5-E7,Plate-7,Day-9,9,Sample_1,NA,NA,NA,NA,NA,NA,NA,0.018,NA,NA,NA,NA,NA,NA,NA,0.032,NA,0.027,NA,NA,NA,NA,NA,0.028,NA,NA,0.079,NA,NA,NA,NA
Team-5_Plate-7_Day-9,W17-5,W17-5-E7,Plate-7,Day-9,9,Sample_2,0.845,1.366,1.071,0.768,0.274,0.563,NA,0.577,1.459,0.194,1.109,0.692,0.622,NA,0.114,0.791,0.636,NA,0.557,0.63,0.505,0,1.388,1.164,1.247,0.073,0.547,0.483,0.675,NA,0.596
Team-5_Plate-7_Day-9,W17-5,W17-5-E7,Plate-7,Day-9,9,Sample_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.021,NA,NA,NA,NA,NA,NA,NA
Team-5_Plate-8_Day-1,W17-5,W17-5-E8,Plate-8,Day-1,1,Sample_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-5_Plate-8_Day-1,W17-5,W17-5-E8,Plate-8,Day-1,1,Sample_2,NA,0.043,0.039,NA,NA,NA,NA,NA,0.003,NA,NA,0.062,NA,NA,NA,0.152,0.045,NA,NA,NA,0.009,NA,NA,0.017,0.086,NA,NA,NA,NA,NA,NA
Team-5_Plate-8_Day-1,W17-5,W17-5-E8,Plate-8,Day-1,1,Sample_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-5_Plate-8_Day-11,W17-5,W17-5-E8,Plate-8,Day-11,11,Sample_1,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,0.055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-5_Plate-8_Day-11,W17-5,W17-5-E8,Plate-8,Day-11,11,Sample_2,NA,NA,NA,NA,NA,NA,NA,0.008,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-5_Plate-8_Day-11,W17-5,W17-5-E8,Plate-8,Day-11,11,Sample_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-5_Plate-8_Day-3,W17-5,W17-5-E8,Plate-8,Day-3,3,Sample_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.057,NA,0.006,NA,NA,NA,NA,NA,NA,0.013,NA,NA,NA,NA,NA,NA
Team-5_Plate-8_Day-3,W17-5,W17-5-E8,Plate-8,Day-3,3,Sample_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-5_Plate-8_Day-3,W17-5,W17-5-E8,Plate-8,Day-3,3,Sample_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-5_Plate-8_Day-5,W17-5,W17-5-E8,Plate-8,Day-5,5,Sample_1,NA,NA,NA,NA,NA,NA,NA,0.015,NA,NA,NA,NA,NA,NA,NA,0.076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-5_Plate-8_Day-5,W17-5,W17-5-E8,Plate-8,Day-5,5,Sample_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-5_Plate-8_Day-5,W17-5,W17-5-E8,Plate-8,Day-5,5,Sample_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-5_Plate-8_Day-7,W17-5,W17-5-E8,Plate-8,Day-7,7,Sample_1,NA,NA,NA,NA,NA,NA,NA,0.026,NA,NA,NA,NA,NA,NA,NA,0.08,0.007,0.022,NA,NA,NA,NA,NA,NA,0.013,NA,NA,NA,NA,NA,NA
Team-5_Plate-8_Day-7,W17-5,W17-5-E8,Plate-8,Day-7,7,Sample_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-5_Plate-8_Day-7,W17-5,W17-5-E8,Plate-8,Day-7,7,Sample_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-5_Plate-8_Day-9,W17-5,W17-5-E8,Plate-8,Day-9,9,Sample_1,NA,NA,NA,NA,NA,NA,NA,0.031,NA,NA,NA,NA,NA,NA,NA,0.072,0.003,0.018,NA,NA,NA,NA,NA,0.001,0.023,NA,NA,NA,NA,NA,NA
Team-5_Plate-8_Day-9,W17-5,W17-5-E8,Plate-8,Day-9,9,Sample_2,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-5_Plate-8_Day-9,W17-5,W17-5-E8,Plate-8,Day-9,9,Sample_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-6_Plate-5_Day-1,W17-6,W17-6-E5,Plate-5,Day-1,1,Sample_1,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,0.008,0.005,NA,NA,NA,0.027,0.014,NA,NA,NA,NA,NA,NA,0.012,NA,NA,NA,NA,NA,NA,NA
Team-6_Plate-5_Day-1,W17-6,W17-6-E5,Plate-5,Day-1,1,Sample_2,NA,NA,NA,NA,NA,NA,NA,0.025,0.042,0.004,NA,NA,NA,NA,NA,0.023,NA,NA,0.054,NA,NA,NA,NA,0.13,0.094,NA,0.142,NA,NA,NA,NA
Team-6_Plate-5_Day-1,W17-6,W17-6-E5,Plate-5,Day-1,1,Sample_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-6_Plate-5_Day-11,W17-6,W17-6-E5,Plate-5,Day-11,11,Sample_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.189,NA,0.111,NA,NA,NA,NA,NA,NA,0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-6_Plate-5_Day-11,W17-6,W17-6-E5,Plate-5,Day-11,11,Sample_2,NA,0.426,0.085,0.113,0.4,NA,NA,0.192,NA,NA,0.206,0,NA,NA,NA,NA,0.007,NA,NA,NA,NA,NA,NA,0.194,0.104,NA,NA,0.055,NA,NA,NA
Team-6_Plate-5_Day-11,W17-6,W17-6-E5,Plate-5,Day-11,11,Sample_3,0.33,NA,0.241,NA,0.092,NA,NA,NA,NA,NA,0.193,0.736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.187,NA,NA
Team-6_Plate-5_Day-3,W17-6,W17-6-E5,Plate-5,Day-3,3,Sample_1,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,0.003,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,0.003,NA,NA,NA,NA,NA,NA,NA
Team-6_Plate-5_Day-3,W17-6,W17-6-E5,Plate-5,Day-3,3,Sample_2,NA,NA,NA,NA,NA,NA,NA,0.027,0.072,0.024,NA,NA,NA,NA,NA,0.021,NA,0.005,0.054,NA,NA,NA,NA,0.104,0.101,NA,0.049,NA,NA,NA,NA
Team-6_Plate-5_Day-3,W17-6,W17-6-E5,Plate-5,Day-3,3,Sample_3,NA,NA,NA,NA,NA,NA,NA,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-6_Plate-5_Day-5,W17-6,W17-6-E5,Plate-5,Day-5,5,Sample_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-6_Plate-5_Day-5,W17-6,W17-6-E5,Plate-5,Day-5,5,Sample_2,NA,0.042,NA,NA,NA,NA,NA,0.004,0.015,NA,NA,NA,NA,NA,NA,0.012,NA,NA,0.01,NA,NA,NA,NA,0.084,0.089,0.081,0.078,NA,NA,NA,NA
Team-6_Plate-5_Day-5,W17-6,W17-6-E5,Plate-5,Day-5,5,Sample_3,NA,NA,NA,NA,NA,NA,NA,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-6_Plate-5_Day-7,W17-6,W17-6-E5,Plate-5,Day-7,7,Sample_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-6_Plate-5_Day-7,W17-6,W17-6-E5,Plate-5,Day-7,7,Sample_2,NA,0.156,NA,NA,0.198,NA,NA,NA,NA,NA,0.006,NA,NA,NA,NA,NA,0.026,NA,NA,NA,NA,NA,NA,0.143,0.035,NA,NA,0.017,NA,NA,NA
Team-6_Plate-5_Day-7,W17-6,W17-6-E5,Plate-5,Day-7,7,Sample_3,0.325,NA,NA,NA,NA,NA,NA,0.006,NA,NA,NA,0.236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-6_Plate-5_Day-9,W17-6,W17-6-E5,Plate-5,Day-9,9,Sample_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-6_Plate-5_Day-9,W17-6,W17-6-E5,Plate-5,Day-9,9,Sample_2,NA,0.472,NA,NA,0.416,NA,NA,0.052,NA,NA,0.099,0.003,NA,NA,NA,NA,0.012,NA,NA,NA,NA,NA,NA,0.144,0.074,NA,NA,0.084,NA,NA,NA
Team-6_Plate-5_Day-9,W17-6,W17-6-E5,Plate-5,Day-9,9,Sample_3,0.413,NA,0.043,NA,NA,NA,NA,NA,NA,NA,NA,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,NA,NA
Team-6_Plate-6_Day-1,W17-6,W17-6-E6,Plate-6,Day-1,1,Sample_1,NA,NA,NA,NA,NA,NA,NA,NA,0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-6_Plate-6_Day-1,W17-6,W17-6-E6,Plate-6,Day-1,1,Sample_2,NA,0.007,NA,NA,NA,NA,NA,0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-6_Plate-6_Day-1,W17-6,W17-6-E6,Plate-6,Day-1,1,Sample_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008,NA,NA,NA,NA,NA,NA,NA,0.063,0.025,NA,NA,NA,NA,NA,NA
Team-6_Plate-6_Day-11,W17-6,W17-6-E6,Plate-6,Day-11,11,Sample_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.065,NA,NA,0.044,NA,NA,NA,NA,NA,NA,0.552,0.043,0.009,0.17,NA,NA,NA,NA,NA
Team-6_Plate-6_Day-11,W17-6,W17-6-E6,Plate-6,Day-11,11,Sample_2,NA,0.549,NA,0.014,NA,0.097,NA,0.457,0.045,0.141,0.057,NA,NA,NA,NA,0.137,NA,NA,NA,0.273,NA,NA,0.204,NA,0.136,NA,NA,NA,NA,NA,NA
Team-6_Plate-6_Day-11,W17-6,W17-6-E6,Plate-6,Day-11,11,Sample_3,0.891,0.501,0.196,NA,NA,NA,NA,0.02,0.176,NA,0.358,0.273,0.24,NA,NA,0.219,0.806,NA,0.11,NA,NA,NA,0.083,0.396,1.098,0.195,NA,0.298,NA,NA,NA
Team-6_Plate-6_Day-3,W17-6,W17-6-E6,Plate-6,Day-3,3,Sample_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-6_Plate-6_Day-3,W17-6,W17-6-E6,Plate-6,Day-3,3,Sample_2,NA,NA,NA,NA,NA,NA,NA,0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-6_Plate-6_Day-3,W17-6,W17-6-E6,Plate-6,Day-3,3,Sample_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.039,NA,NA,NA,NA,NA,NA,NA
Team-6_Plate-6_Day-5,W17-6,W17-6-E6,Plate-6,Day-5,5,Sample_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-6_Plate-6_Day-5,W17-6,W17-6-E6,Plate-6,Day-5,5,Sample_2,NA,0.028,NA,NA,NA,NA,NA,0.042,NA,NA,NA,NA,NA,NA,NA,0.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-6_Plate-6_Day-5,W17-6,W17-6-E6,Plate-6,Day-5,5,Sample_3,0.05,0.143,NA,0.011,NA,NA,NA,0.005,NA,NA,NA,NA,NA,NA,NA,0.074,0,NA,NA,NA,NA,NA,NA,0.044,0.009,NA,NA,NA,NA,NA,NA
Team-6_Plate-6_Day-7,W17-6,W17-6-E6,Plate-6,Day-7,7,Sample_1,NA,NA,NA,NA,NA,NA,NA,0.014,0.02,NA,0.051,NA,0.022,NA,NA,0.072,NA,0.027,NA,NA,NA,NA,0.05,0.052,NA,0.1,0.006,NA,0.011,NA,NA
Team-6_Plate-6_Day-7,W17-6,W17-6-E6,Plate-6,Day-7,7,Sample_2,NA,0.128,NA,NA,NA,NA,NA,0.243,0.025,0.076,0.029,NA,NA,NA,NA,0.055,NA,NA,0.023,0.072,NA,NA,NA,0.021,0.192,NA,NA,NA,NA,NA,NA
Team-6_Plate-6_Day-7,W17-6,W17-6-E6,Plate-6,Day-7,7,Sample_3,0.151,0.419,0.003,NA,NA,NA,NA,NA,NA,NA,0.046,NA,NA,NA,NA,0.059,0.056,NA,NA,NA,NA,NA,NA,0.001,0.255,NA,NA,NA,NA,NA,NA
Team-6_Plate-6_Day-9,W17-6,W17-6-E6,Plate-6,Day-9,9,Sample_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.041,NA,NA,0.077,NA,NA,NA,NA,NA,NA,0.369,0.057,NA,0.065,NA,NA,NA,NA,NA
Team-6_Plate-6_Day-9,W17-6,W17-6-E6,Plate-6,Day-9,9,Sample_2,NA,0.345,NA,NA,NA,NA,NA,0.334,NA,0.098,NA,NA,NA,NA,NA,0.03,NA,NA,NA,0.145,NA,NA,NA,0.001,0.004,NA,NA,NA,NA,NA,NA
Team-6_Plate-6_Day-9,W17-6,W17-6-E6,Plate-6,Day-9,9,Sample_3,0.612,0.454,0.201,NA,NA,NA,NA,NA,NA,NA,0.213,0.167,0.053,NA,NA,0.144,0.191,NA,0.043,NA,NA,NA,NA,0.07,0.369,0.102,NA,NA,NA,NA,NA
Team-6_Plate-7_Day-1,W17-6,W17-6-E7,Plate-7,Day-1,1,Sample_1,NA,NA,NA,NA,NA,NA,NA,0.079,NA,NA,NA,NA,NA,NA,NA,0.008,NA,NA,NA,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-6_Plate-7_Day-1,W17-6,W17-6-E7,Plate-7,Day-1,1,Sample_2,NA,0.019,0.015,NA,NA,NA,NA,0.088,0.034,0.022,NA,NA,NA,NA,NA,0.116,0.029,NA,NA,NA,NA,NA,NA,0.131,0.079,NA,NA,NA,NA,NA,NA
Team-6_Plate-7_Day-1,W17-6,W17-6-E7,Plate-7,Day-1,1,Sample_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.046,NA,NA,NA,NA,NA,NA,NA,0.026,0.008,NA,NA,NA,NA,NA,NA
Team-6_Plate-7_Day-11,W17-6,W17-6-E7,Plate-7,Day-11,11,Sample_1,0.086,0.182,0.179,NA,NA,NA,NA,0.039,NA,NA,NA,NA,NA,0.064,NA,NA,NA,NA,NA,NA,NA,0.201,NA,0.029,NA,NA,0.003,0.027,NA,NA,NA
Team-6_Plate-7_Day-11,W17-6,W17-6-E7,Plate-7,Day-11,11,Sample_2,NA,NA,NA,0.037,NA,NA,NA,0.059,0.07,NA,0.002,NA,NA,NA,NA,0.076,0.02,NA,0.014,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-6_Plate-7_Day-11,W17-6,W17-6-E7,Plate-7,Day-11,11,Sample_3,NA,NA,NA,NA,NA,NA,NA,0.002,NA,NA,NA,NA,NA,NA,0.049,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-6_Plate-7_Day-3,W17-6,W17-6-E7,Plate-7,Day-3,3,Sample_1,NA,NA,NA,NA,NA,NA,NA,0.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-6_Plate-7_Day-3,W17-6,W17-6-E7,Plate-7,Day-3,3,Sample_2,NA,0.039,0.025,NA,NA,NA,NA,0.076,0.028,0.048,NA,NA,NA,NA,NA,0.097,0.016,NA,NA,0.004,NA,NA,NA,0.023,0.012,NA,NA,NA,NA,NA,NA
Team-6_Plate-7_Day-3,W17-6,W17-6-E7,Plate-7,Day-3,3,Sample_3,NA,NA,NA,NA,NA,NA,NA,0.009,NA,NA,NA,NA,NA,NA,NA,0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-6_Plate-7_Day-5,W17-6,W17-6-E7,Plate-7,Day-5,5,Sample_1,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-6_Plate-7_Day-5,W17-6,W17-6-E7,Plate-7,Day-5,5,Sample_2,NA,NA,NA,NA,NA,NA,NA,0.08,0.018,NA,NA,NA,NA,NA,NA,0.107,0.001,NA,NA,NA,NA,NA,NA,0.087,0.047,NA,NA,NA,NA,NA,NA
Team-6_Plate-7_Day-5,W17-6,W17-6-E7,Plate-7,Day-5,5,Sample_3,NA,NA,NA,NA,NA,NA,NA,0.005,NA,NA,NA,NA,NA,NA,NA,0.029,NA,NA,NA,NA,NA,NA,NA,0.011,NA,NA,NA,NA,NA,NA,NA
Team-6_Plate-7_Day-7,W17-6,W17-6-E7,Plate-7,Day-7,7,Sample_1,NA,NA,0.114,NA,NA,NA,NA,0.059,NA,0.013,NA,NA,NA,NA,NA,0.07,NA,0.008,NA,0.007,NA,0.04,NA,0.042,NA,NA,NA,NA,NA,NA,NA
